Name,MedNet Code,Address,City,Web Site,Phone,Insurance Plan,Hcfa Type,Edi Service
STARBRIDGE INSURANCE,7250,PO BOX 55270,"85078 PHOENIX, AZ",,(800) 582-1823,N/A,HCFA1500 12-02,
STARBUCKS,W1802,1802 N ARLINGTON HEIGHTS RD,"60004 ARLINGTON HEIGHTS, IL",,(847) 253-3636,WORKERS COMPENSATION,HCFA1500 12-02,
STARCON INTERNATIONAL,W2160,2160 MARKET PL,"60442 MANHATTAN, IL",,(708) 372-5638,WORKERS COMPENSATION,HCFA1500 12-02,
STARMARK,7922,PO BOX 7922,"60045 LAKE FOREST, IL",,(800) 392-7427,PHCS,HCFA1500 12-02,CLAIM-MD
STARMARK,0400,400 N FIELD DRIVE,"60045 LAKE FOREST, IL",,(800) 706-7427,PHCS,HCFA1500 12-02,CLAIM-MD
STARR COMPANIES,W3353,3353 PEACHTREE RD NE,"30326 ATLANTA, GA",,(404) 946-1455,WORKERS COMPENSATION,HCFA1500 12-02,
STARS FENCE INC,WC136,13620 ROCKLAND RD,"60044 LAKE BLUFF, IL",,(847) 362-4500,WORKERS COMPENSATION,HCFA1500 12-02,
STATE ACCIDENT FUND ,WC1166,PO BOX 1166,"29071 LEXINGTON, SC",,(803) 896-5800,WORKERS COMPENSATION,HCFA1500 12-02,
STATE AUTO,W1980,PO BOX 1980,"46206 INDIANAPOLIS, IN",,(800) 766-1853,AUTO INSURANCE,HCFA1500 12-02,
STATE AUTO,61655,PO BOX 6165,"46206 INDIANAPOLIS, IN",,,AUTO INSURANCE,HCFA1500 12-02,
STATE AUTO,W3903,PO BOX 390327,"55439 BLOOMINGTON, MN",,(800) 789-2242,WORKERS COMPENSATION,HCFA1500 12-02,
STATE AUTO CLAIMS,9177,PO BOX 26004,"36526 DAPHNE, AL",https://www.stateauto.com/claims,(614) 917-4223,AUTO INSURANCE,HCFA1500 12-02,
STATE AUTO INS CO,7183,PO BOX 7183,"46206 INDIANAPOLIS, IN",,(800) 777-7324,AUTO INSURANCE,HCFA1500 12-02,
STATE AUTO INS COMPANY,18282,PO BOX 182822,"43218 COLUMBUS, OH",,(800) 444-9950,AUTO INSURANCE,HCFA1500 12-02,
STATE AUTO INS. ,WC182738,PO BOX 182738,"43218 COLUMBUS, OH",,(614) 464-5000,N/A,HCFA1500 12-02,
STATE AUTO INSURANCE,6721,PO BOX 818057,"44181 CLEVELAND, OH",,(877) 722-5246,WORKERS COMPENSATION,HCFA1500 12-02,
STATE AUTO INSURANCE,46530,PO BOX 618 ,"46530 GRANGER, IN",,(866) 275-6293,AUTO INSURANCE,HCFA1500 12-02,
STATE AUTO INSURANCE,66515,PO BOX 65150,"50265 WEST DES MOINES, IA",,,AUTO INSURANCE,HCFA1500 12-02,
STATE AUTO INSURANCE,390327,PO BOX 390327,"55439 MINNEAPOLIS, MN",,(614) 400-2795,N/A,HCFA1500 12-02,
STATE AUTO INSURANCE,39027,PO BOX 390327,"55439 MINNEAPOLIS, MN",,(317) 931-7743,AUTO INSURANCE,HCFA1500 12-02,
STATE AUTO INSURANCE GROUP,0518,518 E BROAD ST,"43215 COLUMBUS, OH",,(800) 777-7324,AUTO INSURANCE,HCFA1500 12-02,
STATE AUTO PORTLAND OR,8184,PO BOX 4176,"97208 PORTLAND, OR",,(855) 341-8184,AUTO INSURANCE,HCFA1500 12-02,
STATE AUTO-135801,2966,PO BOX 4388,"52733 CLINTON, IA",,(800) 444-9950,AUTO INSURANCE,HCFB1500 12-02,
STATE BANK GROUP,W7526,7526 HANCOCK DR,"60097 WONDER LAKE, IL",,(815) 728-8000,WORKERS COMPENSATION,HCFA1500 12-02,
STATE COMP INSURANCE PLAN,4005,PO BOX 65005,"93650 PINEDALE, CA",,(714) 565-5000,WORKERS COMPENSATION,HCFA1500 12-02,
STATE COMPENSATION INSURANCE,4022,PO BOX 92622,"90009 LOS ANGELES, CA",,(951) 656-8373,WORKERS COMPENSATION,HCFA1500 12-02,
STATE COMPENSATION INSURANCE,W3171,PO BOX 3171,"94585 SUISUN CITY, CA",,(916) 924-6823,WORKERS COMPENSATION,HCFA1500 12-02,
STATE COMPENSATION INSURANCE,W4004,PO BOX 4004,"94534 SUISUN CITY, CA",,(866) 333-6256,WORKERS COMPENSATION,HCFA1500 12-02,
STATE FARM,221,PO BOX 221,"98327 DUPONT, WA",,(425) 951-5111,AUTO INSURANCE,HCFA1500 12-02,
STATE FARM,52273,PO BOX 52259,"85072 PHOENIX, AZ",,(844) 292-8615,AUTO INSURANCE,HCFA1500 12-02,
STATE FARM,52270,PO BOX 52270,"85072 PHOENIX, AZ",,(844) 452-5727,AUTO INSURANCE,HCFA1500 12-02,
STATE FARM,52295,PO BOX 52295,"85072 PHOENIX, AZ",,(855) 483-1012,AUTO INSURANCE,HCFA1500 12-02,
STATE FARM,52550,PO BOX 52550,"85072 PHOENIX, AZ",,(269) 553-7677,AUTO INSURANCE,HCFA1500 12-02,
STATE FARM,3153,PO BOX 3153,"85271 SCOTTSDALE, AZ",,(847) 395-1089,AUTO INSURANCE,HCFA1500 12-02,
STATE FARM,W52263,PO BOX 52263,"85072 PHOENIX, AZ",,,WORKERS COMPENSATION,HCFA1500 12-02,
STATE FARM,7872,8900 STATE FARM WAY,"78729 AUSTIN, TX",,,AUTO INSURANCE,HCFA1500 12-02,
STATE FARM ,WC6610,PO BOX 661001,"75266 DALLAS, TX",,(800) 448-4587,AUTO INSURANCE,HCFA1500 12-02,
STATE FARM,661022,PO BOX 661022,"75266 DALLAS, TX",,(888) 888-7309,WORKERS COMPENSATION,HCFA1500 12-02,
STATE FARM,29503,"2950 N WATER STREET, SUITE 305","62526 DECATUR, IL",,(217) 875-5711,N/A,HCFA1500 12-02,
STATE FARM,1268,PO BOX 1268,"65205 COLUMBIA, MO",,(866) 955-6539,LITIGATION,HCFA1500 12-02,
STATE FARM,1810,1810 LOUISVILLE AVENUE,"71210 MONROE, LA",,(318) 807-6262,AUTO INSURANCE,HCFA1500 12-02,
STATE FARM,22,22 STATE FARM DRIVE,"71208 MONROE, LA",,(318) 362-6100,N/A,HCFA1500 12-02,
STATE FARM,403,403 N. 2ND ST ,"72756 ROGERS, AR",,(479) 636-2028,AUTO INSURANCE,HCFA1500 12-02,
STATE FARM,68510,222 SOUTH 84TH ST,"68510 LINCOLN, NE",,,N/A,HCFA1500 12-02,
STATE FARM,3602,3601 MINNESOTA DRIVE,"55435 BLOOMINGTON, MN",,(952) 897-9356,LITIGATION,HCFA1500 12-02,
STATE FARM,220,220 E NORTHWEST HWY,"60004 ARLINGTON HEIGHTS, IL",,(847) 253-5678,AUTO INSURANCE,HCFA1500 12-02,
STATE FARM,WC976,976 E 9TH ST ,"60441 LOCKPORT, IL",,,WORKERS COMPENSATION,HCFA1500 12-02,
STATE FARM,4810,4810 W 83RD ST,"60459 BURBANK, IL",,,AUTO INSURANCE,HCFA1500 12-02,
STATE FARM,60420,700 A SO UNION ST,"60420 DWIGHT, IL",,(815) 584-1120,AUTO INSURANCE,HCFA1500 12-02,
STATE FARM,18046,18046 S HALSTED,"60430 HOMEWOOD, IL",,(708) 799-6100,AUTO INSURANCE,HCFA1500 12-02,
STATE FARM ,60134,PO BOX 763,"60134 GENEVA, IL",,(630) 232-0066,N/A,HCFA1500 12-02,
STATE FARM,1030,PO BOX 1030,"61244 EAST MOLINE, IL",,(877) 908-9499,N/A,HCFA1500 12-02,
STATE FARM,1104,1104 COLUMBUS,"61350 OTTAWA, IL",,(815) 433-5110,AUTO INSURANCE,HCFA1500 12-02,
STATE FARM,586,586 LATHAM DRIVE,"60914 BOURBONNAIS, IL",,(815) 937-4545,N/A,HCFA1500 12-02,
STATE FARM,W3180,312 W. WABASH,"62401 EFFINGHAM, IL",,(217) 342-3180,WORKERS COMPENSATION,HCFA1500 12-02,
STATE FARM,2309,2309 EAST OAKLAND AVE,"61709 BLOOMINGTON, IL",,(309) 766-2311,AUTO INSURANCE,HCFA1500 12-02,
STATE FARM,2700,PO BOX 2700,"61710 BLOOMINGTON, IL",,(708) 460-2100,AUTO INSURANCE,HCFA1500 12-02,
STATE FARM,7662,1 STATE FARM  PLAZA,"61710 BLOOMINGTON, IL",,(309) 766-2311,AUTO INSURANCE,HCFA1500 12-02,CLAIM-MD
STATE FARM,2329,PO BOX 2329,"61702 BLOOMINGTON, IL",,,AUTO INSURANCE,HCFA1500 12-02,
STATE FARM,2366,PO BOX 2366,"61702 BLOOMINGTON, IL",,(708) 781-2368,AUTO INSURANCE,HCFA1500 12-02,
STATE FARM ,2355,PO BOX 2355,"61702 BLOOMINGTON, IL",,(800) 218-6051,AUTO INSURANCE,HCFA1500 12-02,
STATE FARM,2360,PO BOX 2361,"61702 BLOOMINGTON, IL",,(888) 835-6718,N/A,HCFA1500 12-02,
STATE FARM,01221,1221 W JACKSON ,"61455 MACOMB, IL",,,AUTO INSURANCE,HCFA1500 12-02,
STATE FARM,W042,PO BOX 2978,"52733 CLINTON, IA",,(800) 538-4643,WORKERS COMPENSATION,HCFA1500 12-02,
STATE FARM,32885,328 S 8TH STREET,"50501 FORT DODGE, IA",,(515) 576-4171,N/A,HCFA1500 12-02,
STATE FARM,0714,714 WILLSON AVE,"50595 WEBSTER CITY, IA",,(515) 832-4066,AUTO INSURANCE,HCFA1500 12-02,
STATE FARM,0208,208 SOUTH MAIN ST. ,"52060 MAQUOKETA, IA",,,AUTO INSURANCE,HCFA1500 12-02,
STATE FARM,0409,PO BOX 4093,"49003 KALAMAZOO, MI",,(734) 266-2722,WORKERS COMPENSATION,HCFA1500 12-02,
STATE FARM,8589,P.O. BOX 8589,"43058 NEWARK, OH",,,AUTO INSURANCE,HCFA1500 12-02,
STATE FARM,3388,PO BOX 9618,"33883 WINTER HAVEN, FL",,,AUTO INSURANCE,HCFA1500 12-02,
STATE FARM,106169,PO BOX 106169,"30348 ATL, GA",,(480) 636-3275,AUTO INSURANCE,HCFA1500 12-02,
STATE FARM,106170,PO BOX 106170,"30348 ATLANTA, GA",,(844) 292-8615,AUTO INSURANCE,HCFA1500 12-02,
STATE FARM ,8422,PO BOX 106170,"30348 ATLANTA, GA",,(855) 341-8184,AUTO INSURANCE,HCFA1500 12-02,
STATE FARM,106171,PO BOX 106171,"30348 ATLANTA, GA",,(844) 292-8615,AUTO INSURANCE,HCFA1500 12-02,
STATE FARM -WC,W55298,PO BOX 55298,"85072 PHOENIX, AZ",,,WORKERS COMPENSATION,HCFA1500 12-02,
STATE FARM /HEALTH DIVISION,3070,PO BOX 2360,"61702 BLOOMINGTON, IL",,(866) 855-1212,N/A,HCFA1500 12-02,
STATE FARM ACCIDENTS,2816,PO BOX 2816,"61702 BLOOMINGTON, IL",,(855) 758-7642,LITIGATION,HCFA1500 12-02,
STATE FARM AUTO,00201,201 EAST KAHLER RD,"60481 WILMINGTON, IL",,(815) 476-2113,AUTO INSURANCE,HCFA1500 12-02,
STATE FARM AUTO INSURANCE,82613,PO BOX 82613,"68501 LINCOLN, NE",,(262) 798-6282,AUTO INSURANCE,HCFA1500 12-02,
STATE FARM CLAIMS,106145,PO BOX 106145,"30348 ATLANTA, GA",,(866) 527-4120,AUTO INSURANCE,HCFA1500 12-02,
STATE FARM GREAT LAKES ZONE FIRE ECS ,W6610,PO BOX 661010,"75266 DALLAS, TX",,(800) 864-8421,WORKERS COMPENSATION,HCFA1500 12-02,
STATE FARM HEALTH,3478,PO BOX 1208,"34786 WINDERMERE, FL",,,AUTO INSURANCE,HCFA1500 12-02,
STATE FARM HEALTH CLAIMS,2702,2702 IRELAND GROVE RD,"61709 BLOOMINGTON, IL",,(888) 695-3265,AUTO INSURANCE,HCFA1500 12-02,
STATE FARM HEALTH INS,8063,1555 PROMONTORY CIRCLE,"80638 GREELEY, CO",,(309) 766-9995,N/A,HCFA1500 12-02,
STATE FARM HOMEOWNERS,02305,PO BOX 2305,"61702 BLOOMINGTON, IL",,(844) 458-4300,N/A,HCFA1500 12-02,
STATE FARM INS,236,PO BOX 2350,"61702 BLOOMINGTON, IL",,,AUTO INSURANCE,HCFA1500 12-02,
STATE FARM INS,1163,1163 N GREENBAY RD,"60085-4981 WAUKEGAN, IL",,(847) 336-2019,AUTO INSURANCE,HCFA1500 12-02,
STATE FARM INS,21216,212 E FIRST ST PO BOX 168 ,"62557 PANA, IL",,(217) 562-3525,AUTO INSURANCE,HCFA1500 12-02,
STATE FARM INS CO,9403,PO BOX 9403,"80633 GREELEY, CO",,,AUTO INSURANCE,HCFA1500 12-02,
STATE FARM INS CO,6800,PO BOX 680001,"75368 DALLAS, TX",,(888) 309-8607,AUTO INSURANCE,HCFA1500 12-02,
STATE FARM INS CO ,AI75266,PO BOX 661011,"75266 DALLAS, TX",,(972) 979-1523,AUTO INSURANCE,HCFA1500 12-02,
STATE FARM INSURANCE,2308,PO BOX 661040,"75266 DALLAS, TX",,(855) 758-7642,AUTO INSURANCE,HCFA1500 12-02,
STATE FARM INSURANCE,661012,PO BOX 661012,"75266 DALLAS, TX",,(866) 275-7392,WORKERS COMPENSATION,HCFA1500 12-02,
STATE FARM INSURANCE,661018,PO BOX 661018,"75266 DALLAS, TX",,(888) 769-9042,LITIGATION,HCFA1500 12-02,
STATE FARM INSURANCE,661027,PO BOX 661027,"75266 DALLAS, TX",,(888) 888-7309,AUTO INSURANCE,HCFA1500 12-02,
STATE FARM INSURANCE ,78714,PO BOX 149203,"78714 AUSTIN, TX",,(888) 257-6077,AUTO INSURANCE,HCFA1500 12-02,
STATE FARM INSURANCE,52299,PO BOX 52299,"85072 PHOENIX, AZ",,(406) 655-4149,LITIGATION,HCFA1500 12-02,
STATE FARM INSURANCE,52282,PO BOX 52282,"85072 PHOENIX, AZ",,,AUTO INSURANCE,HCFA1500 12-02,
STATE FARM INSURANCE,85072,PO BOX 52273,"85072 PHOENIX, AZ",,(866) 207-6046,WORKERS COMPENSATION,HCFA1500 12-02,
STATE FARM INSURANCE,W5226,PO BOX 52289,"85072 PHOENIX, AZ",,(877) 774-8138,WORKERS COMPENSATION,HCFA1500 12-02,
STATE FARM INSURANCE,52257,PO BOX 52257,"85072 PHOENIX, AZ",,(800) 331-1169,AUTO INSURANCE,HCFA1500 12-02,
STATE FARM INSURANCE,52250,PO BOX 52250,"85072 PHOENIX, AZ",,(844) 292-8615,AUTO INSURANCE,HCFA1500 12-02,
STATE FARM INSURANCE,61710,PO BOX 82640,"68501 LINCOLN, NE",,(651) 365-8977,AUTO INSURANCE,HCFA1500 12-02,
STATE FARM INSURANCE,W8253,PO BOX 82539,"68501 LINCOLN, NE",,(844) 866-5190,WORKERS COMPENSATION,HCFA1500 12-02,
STATE FARM INSURANCE,83106,PO BOX 83106,"68501 LINCOLN, NE",,(800) 889-7144,AUTO INSURANCE,HCFA1500 12-02,
STATE FARM INSURANCE,2223,222 N OAKLAND RD,"68045 OAKLAND, NE",,,N/A,HCFA1500 12-02,
STATE FARM INSURANCE,8010,801 LINWOOD DR,"72450 PARAGOULD, AR",,(870) 236-2222,N/A,HCFA1500 12-02,
STATE FARM INSURANCE,4137,1500 W. SHURE DRIVE ,"60004 ARLINGTON HEIGHTS, IL",,(847) 704-8279,AUTO INSURANCE,HCFA1500 12-02,
STATE FARM INSURANCE,35660,356 E GOLF ROAD,"60005 ARLINGTON HEIGHTS, IL",,(847) 258-4800,AUTO INSURANCE,HCFA1500 12-02,
STATE FARM INSURANCE,35,35 S RANDAL RD,"60542-2006 NORTH AURORA, IL",,(630) 859-2280,N/A,HCFA1500 12-02,
STATE FARM INSURANCE,4220,4220 W 95TH ST,"60453 OAK LAWN, IL",,(708) 499-9345,AUTO INSURANCE,HCFA1500 12-02,
STATE FARM INSURANCE,4447,447 NORTH YORK ST,"60126 ELMHURST, IL",,(630) 832-0182,AUTO INSURANCE,HCFA1500 12-02,
STATE FARM INSURANCE,235,PO BOX 235,"61702 BLOOMINGTON, IL",,,WORKERS COMPENSATION,HCFA1500 12-02,
STATE FARM INSURANCE,2310,PO BOX 2310,"61702 BLOOMINGTON, IL",,,AUTO INSURANCE,HCFA1500 12-02,
STATE FARM INSURANCE,23633,PO BOX 2363,"61702 BLOOMINGTON, IL",,(800) 782-8332,WORKERS COMPENSATION,HCFA1500 12-02,
STATE FARM INSURANCE,2346,PO BOX 2340 ,"61702 BLOOMINGTON, IL",,,N/A,HCFA1500 12-02,
STATE FARM INSURANCE,6453,2102 E WASHINGTON,"61701 BLOOMINGTON, IL",,(309) 664-6453,AUTO INSURANCE,HCFA1500 12-02,
STATE FARM INSURANCE,W1405,1405 E FLORIDA AVE,"61801 URBANA, IL",,(217) 384-5727,WORKERS COMPENSATION,HCFA1500 12-02,
STATE FARM INSURANCE,W609,1250 N CONVENT,"60914 BOURBONNAIS, IL",,,WORKERS COMPENSATION,HCFA1500 12-02,
STATE FARM INSURANCE,W36,800 36TH AVE,"61244 EAST MOLINE, IL",,(309) 622-5130,WORKERS COMPENSATION,HCFA1500 12-02,
STATE FARM INSURANCE,539,539 E WALNUT,"60970-1644 WATSEKA, IL",,(815) 432-4660,AUTO INSURANCE,HCFA1500 12-02,
STATE FARM INSURANCE,6201,6201 W MONTROSE,"60634 CHICAGO, IL",,,AUTO INSURANCE,HCFA1500 12-02,
STATE FARM INSURANCE,1971,6247 W 63RD ST,"60638 CHICAGO, IL",,(773) 586-0800,AUTO INSURANCE,HCFA1500 12-02,
STATE FARM INSURANCE,60638,6108 S ARCHER,"60638 CHICAGO, IL",,(773) 582-3322,AUTO INSURANCE,HCFA1500 12-02,
STATE FARM INSURANCE,4500,4500 N WESTERN ,"60618 CHICAGO, IL",,,AUTO INSURANCE,HCFA1500 12-02,
STATE FARM INSURANCE,3394,PO BOX 3070,"43058 NEWARK, OH",,(866) 855-1212,MEDICARE SECONDARY,HCFA1500 12-02,
STATE FARM INSURANCE,W9512,5 N 27TH ST,"50501 FORT DODGE, IA",,(515) 955-9512,WORKERS COMPENSATION,HCFA1500 12-02,
STATE FARM INSURANCE CLAIM OFFICE,65205,PO BOX 6071,"65205 COLUMBIA, MO",,(316) 636-6482,AUTO INSURANCE,HCFA1500 12-02,
STATE FARM INSURANCE CO,61350,1001 LASALLE STREET,"61350 OTTAWA, IL",,(815) 433-0058,AUTO INSURANCE,HCFA1500 12-02,
STATE FARM INSURANCE CO,61348,445 W WALNUT STREET,"61348 OGLESBY, IL",,,AUTO INSURANCE,HCFA1500 12-02,
STATE FARM LIABILITY INSURANCE,152,152 BARTLETT PLAZA,"60103 BARTLETT, IL",,(630) 830-9710,AUTO INSURANCE,HCFA1500 12-02,
STATE FARM OP,3463,902 W MAIN ST,"72422 CORNING, AR",,(870) 857-3463,N/A,HCFA1500 12-02,
STATE FARM WC,W52298,PO BOX 14015,"40512 LEXINGTON, KY",,(844) 292-8615,WORKERS COMPENSATION,HCFA1500 12-02,
STATE FARM WORKERS COMP,W361,3 STATE FARM PLAZA,"61701 BLOOMINGTON, IL",,(309) 766-2311,WORKERS COMPENSATION,HCFA1500 12-02,
STATE FARM-HEALTH,1206,PO BOX 1206,"85252 SCOTTSDALE, AZ",,(847) 356-2111,AUTO INSURANCE,HCFA1500 12-02,
STATE FUND,W6590,PO BOX 659011,"95865 SACRAMENTO, CA",,,WORKERS COMPENSATION,HCFA1500 12-02,
STATE INSURANCE FUND,W199,199 CHURCH STREET,"10007 NEW YORK, NY",,(212) 587-2186,WORKERS COMPENSATION,HCFA1500 12-02,
STATE MUTUAL,79059,PO BOX 79059,"77279 HOUSTON, TX",,,N/A,HCFA1500 12-02,
STATE MUTUAL INSURANCE,3375,PO BOX 10810,"33757 CLEARWATER, FL",,(888) 586-8810,N/A,HCFA1500 12-02,
STATE MUTUAL LIFE ASSURANCE,10811,PO BOX 10811,"33757 CLEARWATER, FL",,(877) 872-5500,N/A,HCFA1500 12-02,
STATE OF CONNECTICUT,106,DEPT OF SOCIAL SERVICES,"06106 HARTFORD, CT",,,N/A,HCFA1500 12-02,
STATE OF HAWAII EMPL CLAIMS DIVISION /WC,96813,235 s beretania street,"96813 HONOLULU, HI",,(808) 587-0900,WORKERS COMPENSATION,HCFA1500 12-02,
STATE OF IL EMPLOYEES,99,PO BOX 99,"61764 PONTIAC, IL",,(815) 842-2816,WORKERS COMPENSATION,HCFA1500 12-02,
STATE OF ILLINOIS,W40008,400 W WABASH AVE,"62401 EFFINGHAM, IL",,(217) 342-8217,WORKERS COMPENSATION,HCFA1500 12-02,
STATE OF ILLINOIS,WC2,200 N LASALLE ST  STE 700,"60601 CHICAGO, IL",,(217) 524-7716,WORKERS COMPENSATION,HCFA1500 12-02,
STATE OF ILLINOIS,W1594,15940 S PULASKI,"60426 MARKHAM, IL",,(708) 597-9800,WORKERS COMPENSATION,HCFA1500 12-02,
STATE OF ILLINOIS,6047,DEPT OF MENTAL HEALTH 760,"60477 TINLEY PARK, IL",,(630) 300-6238,N/A,HCFA1500 12-02,
STATE OF ILLINOIS,W193,801 S 7TH ST-6 MAIN BOX19208,"62794 SPRINGFIELD, IL",,(217) 785-4197,WORKERS COMPENSATION,HCFA1500 12-02,
STATE OF ILLINOIS WC,W5500,5500 N ST LOUIS ST,"60625-3500 CHICAGO, IL",,(217) 785-1961,WORKERS COMPENSATION,HCFA1500 12-02,
STATE OF ILLLINOIS,W3285,3285 CAMPTON HILLS ROAD,"60175 SAINT CHARLES, IL",,,WORKERS COMPENSATION,HCFA1500 12-02,
STATE OF INDIANA ,4183,402 WEST WASHINGTON ,"46204 INDIANAPOLIS, IN",,(317) 232-3808,WORKERS COMPENSATION,HCFA1500 12-02,
STATE OF IOWA,W5030,HOOVER BUILDING,"50309 DES MOINES, IA",,(515) 281-5360,WORKERS COMPENSATION,HCFA1500 12-02,
STATE OF IOWA,W1440,400 E 14TH ST,"50309 DES MOINES, IA",,,WORKERS COMPENSATION,HCFA1500 12-02,
STATE OF MICHIGAN DEPT OF LABOR,W4891,7201 W SAGINAW HIGHWAY,"48917 LANSING, MI",,,WORKERS COMPENSATION,HCFB1500 12-02,
STATE OF NY WORKERS COMP BOARD,W5205,PO BOX 5205,"13902 BINGHAMTON, NY",,(800) 877-1373,WORKERS COMPENSATION,HCFA1500 12-02,
STATE OF OHIO STATE INS FUND,W614,30 W SPRING STREET,"43215 COLUMBUS, OH",,(800) 644-6292,WORKERS COMPENSATION,HCFA1500 12-02,
STATE OF TENNESSEE,37243,502 PATRICK STREET,"37243 NASHVILLE, TN",,(615) 741-2734,N/A,HCFA1500 12-02,
STATE OF WI - RISK MANAGMENT,W3003S,PO BOX 7708,"53707 MADISON, WI",,,WORKERS COMPENSATION,HCFA1500 12-02,
STATE OF WISC,6678,PO BOX 6678,"53716 MADISON, WI",,(800) 947-9627,MEDICAID OTHER,HCFA1500 12-02,
STATE OF WYOMING WORKERS COMP,W20070,PO BOX 2661,"97208 PORTLAND, OR",,(307) 777-5254,WORKERS COMPENSATION,HCFA1500 12-02,
STATE STEEL SUPPLY CO,W214,214 COURT STREET,"51101 SIOUX CITY, IA",,(712) 277-4000,WORKERS COMPENSATION,HCFA1500 12-02,
STATE WORKERS  INSURANCE FUND,4236,100 LACKAWANNA AVE,"18505 SCRANTON, PA",,(814) 533-2351,WORKERS COMPENSATION,HCFA1500 12-02,
STATEFARM,64981,PO BOX 6498,"46206 INDIANAPOLIS, IN",,,N/A,HCFA1500 12-02,
STATEFARM ,60045,770 WESTERN  SUITE 3F,"60045 LAKE FOREST, IL",,(847) 295-1970,N/A,HCFA1500 12-02,
STATEFARM NORTH ATLANTIC,303488,PO BOX 106107,"30348 ATLANTA, GA",,(800) 921-9258,WORKERS COMPENSATION,HCFA1500 12-02,
STATEVILLE CORRECTIONAL CENTER,3083,PO BOX 112,"60434 JOLIET, IL",,(877) 287-4782,WORKERS COMPENSATION,HCFA1500 12-02,
STAVER LAW GROUP,A1840,120 W MADISON ST STE 400,"60602 CHICAGO, IL",,(312) 236-2900,LITIGATION,HCFA1500 12-02,
STAY WELL,430,430 W SOLEDAD AVE,"96910 HAGATNA, GU",,,N/A,HCFA1500 12-02,
STEAMROLLER ENERGY,W35517,3551 N MECHANIC ST,"77437 EL CAMPO, TX",,(979) 541-5610,WORKERS COMPENSATION,HCFA1500 12-02,
STEEL FABRICATORS,48307,PO BOX 4830,"71211 MONROE, LA",,(318) 387-9426,WORKERS COMPENSATION,HCFA1500 12-02,
STEEL WAREHOUSE,W4305,4305 81ST AVE W,"61201 ROCK ISLAND, IL",,(309) 756-0493,WORKERS COMPENSATION,HCFA1500 12-02,
STEELFAB,2045,2045 S KENSINGTON AVE,"60901 KANKAKEE, IL",,(815) 935-6540,N/A,HCFA1500 12-02,
STEFFEN AND  KELLY PC,A0017,17 DOUGLAS AVE,"60120 ELGIN, IL",,(847) 741-0503,LITIGATION,HCFA1500 12-02,
STEFFEN HEATING AND AIR COND INC,W15214,15214 E 1800TH AVE,"62401 EFFINGHAM, IL",,(217) 342-2062,WORKERS COMPENSATION,HCFA1500 12-02,
STEIN & CHERNEY LTD,A1250,747 W DUNDEE # 1250,"60090 WHEELING, IL",,(847) 229-1112,LITIGATION,HCFA1500 12-02,
STEIN & SHULMAN,A1342,134 N LA SALLE STREET,"60602 CHICAGO, IL",,(312) 422-0500,LITIGATION,HCFA1500 12-02,
STENGEL BAILEY & ROBERTSON,A1617,1617 2ND AVE  STE 200,"61201 ROCK ISLAND, IL",,(309) 788-0471,AUTO INSURANCE,HCFA1500 12-02,
STEPHAN ZOURAS LLP,A2560,205 N MICHIGAN AVE,"60601 CHICAGO, IL",,(312) 233-1550,LITIGATION,HCFA1500 12-02,
STEPHEN J MCMULLEN,A2127,"212 W WASHINGTON ST,#2000","60606 CHICAGO, IL",,(312) 357-0513,LITIGATION,HCFA1500 12-02,
"STEPHENS, FIDDES, & MCGILL",A422,456 FULTON ST STE 222,"61602 PEORIA, IL",,(309) 637-2667,LITIGATION,HCFA1500 12-02,
STERLING,015,PO BOX 5348,"98227 BELLINGHAM, WA",www.sterlingplans.com,(866) 459-1755,COMMERCIAL ,HCFA1500 12-02,CLAIM-MD
STERLING COOKE INSURANCE,3275,2600 WESTHALL LN STE 400,"32751 MAITLAND, FL",,(407) 875-1700,N/A,HCFA1500 12-02,
STERLING EXPRESS,W1067,PO BOX 1067,"46384 VALPARAISO, IN",,(219) 464-7880,WORKERS COMPENSATION,HCFA1500 12-02,
STERLING INVESTORS LIFE INS CO.,4053,PO BOX 10844,"33757 CLEARWATER, FL",,(877) 604-5240,UNI_COMM,HCFA1500 12-02,
STERLING INVESTORS LIFE INSURANCE,11108,PO BOX 11108,"27116 WINSTON SALEM, NC",,(866) 746-2625,N/A,HCFA1500 12-02,
STERLING LIFE SUPPLEMENT,787550,PO BOX 26580,"78755 AUSTIN, TX",,(866) 459-4272,N/A,HCFA1500 12-02,
STERLING LUMBER CO ATTN: ERENDIRA SANTILLAN,W3415,501 E 151 ST,"60426 PHOENIX, IL",,(708) 388-2223,WORKERS COMPENSATION,HCFA1500 12-02,
STERLING NATIONAL MEDICARE SUPPLEMENT,11547,P O BOX 11547,"27116 WINSTON SALEM, NC",www.provlookup.com/sterlingnational,(888) 996-1619,COMMERCIAL ,HCFA1500 12-02,
STERLITE WORK COMP,W9602,PO BOX 96023,"60196 SCHAUMBURG, IL",,,WORKERS COMPENSATION,HCFA1500 12-02,
STERTIL ALM CORP,W2006,200 BENCHMARK INDUSTRIAL DR,"61364 STREATOR, IL",,(815) 673-5546,WORKERS COMPENSATION,HCFA1500 12-02,
STEVEN A. CRIFASE LTD,A8S,8 S MICHIGAN AVE,"60603 CHICAGO, IL",,(312) 855-0511,LITIGATION,HCFA1500 12-02,
